player_positions,long_name,overall,age,height_cm,club_name,league_name,skill_dribbling,pace,shooting,passing,dribbling,defending,physic,preferred_foot,goalkeeping_diving
ST,Orri Steinn Óskarsson,63,18,188,København,Superliga,62,69.0,62.0,56.0,63.0,29.0,67.0,Right,14
"RB, RM, CB",Noah Sadiki,63,18,174,Union Saint-Gilloise,Jupiler Pro League,67,73.0,38.0,56.0,66.0,59.0,65.0,Right,13
"CDM, CM",Darko Gyabi,63,19,192,Leeds United,Championship,66,61.0,47.0,60.0,65.0,58.0,67.0,Right,14
CB,Yllan Okou,63,20,189,Monaco,Ligue 1,51,69.0,31.0,48.0,54.0,63.0,64.0,Left,10
ST,Jorge Leguín Cabezas Hurtado,63,19,185,New York RB,Major League Soccer,55,79.0,62.0,45.0,60.0,28.0,66.0,Left,12
CB,Olivier Aertssen,63,18,182,Ajax,Eredivisie,52,63.0,30.0,53.0,54.0,65.0,58.0,Right,7
"CAM, RM, LM",Carlos Álvarez Rivera,63,19,168,Levante,La Liga 2,63,65.0,61.0,60.0,65.0,33.0,52.0,Left,14
CB,Marvelous Antolín Garzón,63,20,184,Real Madrid,La Liga,46,69.0,32.0,46.0,52.0,60.0,68.0,Left,5
RB,Édier Ocampo Vidal,63,19,173,Atlético Nacional,Liga BetPlay,63,83.0,33.0,51.0,63.0,55.0,57.0,Right,9
"CM, CDM",Mateusz Kowalczyk,63,19,181,Brøndby,Superliga,66,72.0,60.0,64.0,66.0,42.0,61.0,Right,7
CDM,Denil Castillo,63,19,189,Shakhtar Donetsk,Premier League,46,62.0,34.0,57.0,50.0,60.0,69.0,Right,8
"CDM, CM",Jake Garrett,63,20,177,Blackburn Rovers,Championship,59,67.0,39.0,56.0,59.0,61.0,64.0,Left,13
"RW, LW, CAM",Antonio Zarzana Pérez,63,21,177,Sevilla,La Liga,64,67.0,55.0,65.0,62.0,22.0,45.0,Right,9
CB,Noah Eile,63,20,195,Mjällby,Allsvenskan,40,73.0,26.0,42.0,47.0,62.0,70.0,Right,11
CDM,Mamady Diambou,63,20,176,Salzburg,Bundesliga,63,74.0,52.0,58.0,66.0,59.0,61.0,Right,7
"RM, ST, LM",Andréas Hountondji,63,20,175,Rodez,Ligue 2,63,71.0,62.0,54.0,64.0,19.0,58.0,Right,15
CB,Alexander Magnus Busch,63,19,190,Silkeborg,Superliga,42,55.0,29.0,42.0,50.0,64.0,64.0,Right,12
"CAM, CDM",Ivan Ćubelić,63,20,184,Hajduk Split,1. HNL,67,67.0,56.0,62.0,65.0,54.0,53.0,Right,13
"CAM, LM, ST",Tomasz Pieńko,63,19,185,Zagłębie Lubin,Ekstraklasa,69,68.0,59.0,53.0,67.0,18.0,60.0,Right,12
CB,Martin Wasinski,63,19,185,Kortrijk,Jupiler Pro League,55,64.0,27.0,46.0,58.0,63.0,62.0,Right,15
LWB,Mathias Fjörtoft Lövik,63,19,183,Molde,Eliteserien,60,81.0,33.0,51.0,61.0,55.0,63.0,Left,12
"CM, CAM",Eduard Gabriel Radaslavescu,63,18,180,FCSB,Liga 1,61,74.0,63.0,65.0,63.0,46.0,62.0,Right,6
ST,Dale Taylor,63,19,177,Wycombe Wanderers,League One,63,72.0,63.0,49.0,64.0,32.0,59.0,Right,13
GK,Martin Turk,63,19,190,Parma,Serie B,13,,,,,,,Left,66
"CDM, CM",Etienne Camara,63,20,190,Udinese,Serie A,60,63.0,45.0,54.0,61.0,62.0,69.0,Left,12
"CAM, CM",Pablo Marín Tejada,63,19,178,Real Sociedad,La Liga,65,59.0,56.0,61.0,64.0,37.0,46.0,Right,7
"CM, CDM",Gustavo Aldolfo Puerta Molano,63,19,171,Bayer 04 Leverkusen,Bundesliga,54,65.0,56.0,59.0,60.0,58.0,60.0,Right,15
"CDM, CM",Reda Belahyane,63,19,169,Nice,Ligue 1,66,59.0,43.0,56.0,65.0,66.0,40.0,Right,7
CB,Thiago Adrián Servín Aguilar,63,20,177,Guaraní,Primera División,52,57.0,24.0,43.0,55.0,62.0,69.0,Left,7
"LWB, LB",Benjamin Chrisene,63,19,183,Aston Villa,Premier League,64,67.0,50.0,58.0,63.0,56.0,59.0,Left,5
ST,Alexander Rasmussen,63,21,185,Silkeborg,Superliga,66,65.0,61.0,53.0,66.0,36.0,68.0,Right,6
GK,Kacper Trelowski,63,19,190,Śląsk Wrocław,Ekstraklasa,11,,,,,,,Right,65
"RM, LM, ST",Gonzalo Álvez,63,19,169,Central Cordoba SdE,Liga Profesional,66,68.0,55.0,61.0,66.0,25.0,39.0,Right,9
GK,Pascal David Loretz,63,20,188,Luzern,Super League,11,,,,,,,Right,64
CB,Anselmo Garcia MacNulty,63,20,187,PEC Zwolle,Eredivisie,38,64.0,35.0,41.0,47.0,63.0,68.0,Left,9
ST,Renato Barbosa dos Santos Júnior,63,21,190,Viborg,Superliga,64,64.0,62.0,46.0,63.0,27.0,70.0,Right,8
"RB, RM",Mimeirhel Benita,63,19,178,Excelsior,Eredivisie,72,80.0,55.0,55.0,66.0,58.0,62.0,Right,12
"CAM, RM",Ricard Artero Ruiz,63,20,181,Girona,La Liga,65,65.0,60.0,60.0,65.0,56.0,58.0,Right,8
"CDM, CM",Daniel Edelman,63,20,178,New York RB,Major League Soccer,50,70.0,39.0,55.0,56.0,64.0,64.0,Right,10
CM,Jesper Ceesay,63,21,193,Norrköping,Allsvenskan,59,62.0,45.0,60.0,61.0,61.0,62.0,Right,15
RM,Andrea Oliveri,63,20,181,Catanzaro,Serie B,64,69.0,56.0,61.0,64.0,45.0,49.0,Right,12
"CM, LM, LW",Lisandro Sebastián Montenegro,63,20,177,Newell's Old Boys,Liga Profesional,65,67.0,56.0,62.0,63.0,54.0,67.0,Right,11
"LW, RW",Yusuf Kabadayi,63,19,186,Schalke 04,2. Bundesliga,71,77.0,61.0,51.0,69.0,21.0,53.0,Right,5
CAM,佐野 航大,63,19,176,NEC,Eredivisie,69,77.0,55.0,61.0,69.0,51.0,50.0,Right,13
"RM, CF",Piotr Samiec-Talar,63,21,185,Śląsk Wrocław,Ekstraklasa,65,80.0,58.0,57.0,64.0,29.0,59.0,Left,14
"CDM, CM",Mihai Daniel Lixandru,63,22,184,FCSB,Liga 1,58,69.0,48.0,55.0,60.0,61.0,65.0,Right,12
ST,Anthony Kevin Descotte,63,19,179,FC Utrecht,Eredivisie,71,78.0,62.0,53.0,70.0,29.0,57.0,Right,5
ST,Ivo Mammini,63,20,180,Gimnasia La Plata,Liga Profesional,61,70.0,63.0,46.0,60.0,23.0,56.0,Right,5
CDM,Agustín Baldi,63,21,188,Tigre,Liga Profesional,60,53.0,54.0,58.0,62.0,62.0,55.0,Left,11
CB,Botond Balogh,63,21,189,Parma,Serie B,30,59.0,30.0,38.0,38.0,65.0,64.0,Right,14
CM,Tim Civeja,63,21,180,Saarbrücken,3. Liga,66,59.0,54.0,64.0,66.0,53.0,60.0,Right,11
"LW, ST",Noah Shamoun,63,20,174,Kalmar,Allsvenskan,68,77.0,55.0,57.0,69.0,38.0,51.0,Right,5
ST,Dane Pharrell Scarlett,63,19,179,Ipswich Town,Championship,62,80.0,62.0,51.0,64.0,20.0,62.0,Right,12
GK,Alexander Paulsen,63,20,183,Wellington Phoenix,A-League,22,,,,,,,Right,62
"CM, CDM",Cameron Humphreys,63,19,178,Ipswich Town,Championship,63,66.0,56.0,63.0,65.0,57.0,60.0,Left,10
RB,Irvyn Lomami,63,19,171,Laval,Ligue 2,59,77.0,41.0,57.0,62.0,59.0,61.0,Right,5
"LM, LW",Manuel Polster,63,20,183,Austria Wien,Bundesliga,66,87.0,62.0,52.0,64.0,34.0,58.0,Left,7
RB,Severin Ottiger,63,20,183,Luzern,Super League,66,70.0,44.0,53.0,66.0,58.0,67.0,Right,9
RW,Marvin De Lima,63,19,164,Bordeaux,Ligue 2,67,70.0,53.0,63.0,67.0,24.0,39.0,Right,11
ST,Joel Voelkerling Persson,63,20,194,Vitesse,Eredivisie,57,59.0,60.0,42.0,57.0,31.0,71.0,Right,12
LM,Jayder Asprilla Moreno,63,20,185,Atlético Nacional,Liga BetPlay,65,60.0,54.0,59.0,63.0,30.0,47.0,Right,9
"LM, CM",Hugo Picard,63,20,168,Guingamp,Ligue 2,61,71.0,59.0,61.0,65.0,53.0,46.0,Right,14
"CDM, CM",Elian Mateo Irala,63,18,177,San Lorenzo,Liga Profesional,55,68.0,46.0,54.0,60.0,60.0,62.0,Right,6
"CDM, CM, CB",Lewis Schouten,63,19,191,AZ Alkmaar,Eredivisie,58,69.0,47.0,59.0,59.0,60.0,65.0,Right,13
LB,Justin-Noël Kalumba,63,18,180,Angers SCO,Ligue 2,67,66.0,51.0,63.0,67.0,56.0,49.0,Left,10
"RB, RWB, LB",Gonçalo Moura Oliveira,63,19,178,Portimonense,Liga Portugal,64,71.0,31.0,59.0,64.0,57.0,66.0,Right,14
"CDM, CB, CM",Raphael Kofler,63,18,193,Südtirol,Serie B,55,61.0,48.0,56.0,57.0,62.0,72.0,Right,6
"ST, RW",Ante Crnac,63,19,189,Raków Częstochowa,Ekstraklasa,64,77.0,67.0,40.0,65.0,23.0,67.0,Left,11
RM,Dilan Kumar Markanday,63,21,175,Blackburn Rovers,Championship,70,78.0,56.0,55.0,68.0,24.0,48.0,Left,14
RB,Gustav Grubbe,63,20,179,OB,Superliga,64,69.0,30.0,54.0,63.0,57.0,57.0,Right,6
CM,Casper Kaarsbo Winther,63,20,177,Lyngby,Superliga,65,63.0,53.0,60.0,66.0,56.0,57.0,Right,7
"LM, LW, ST",Ricky-Jade Jones,63,20,183,Peterborough United,League One,64,91.0,61.0,52.0,63.0,28.0,63.0,Right,14
"LM, RM",Kélian Nsona Wa Saka,63,21,189,Hertha BSC,2. Bundesliga,74,80.0,57.0,54.0,68.0,26.0,50.0,Right,10
CB,Billy Koumetio,63,20,195,Dunkerque,Ligue 2,33,60.0,32.0,43.0,44.0,61.0,72.0,Left,14
"CDM, CM",Andri Fannar Baldursson,63,21,187,Elfsborg,Allsvenskan,63,54.0,49.0,60.0,63.0,60.0,64.0,Right,9
"ST, RW",Simón Alberto Contreras Valenzuela,63,21,178,Magallanes,Primera Division,66,72.0,59.0,51.0,66.0,19.0,62.0,Right,9
"CB, RB",Alexis Francisco Flores,63,21,182,Atlético Tucumán,Liga Profesional,59,68.0,37.0,55.0,60.0,62.0,70.0,Right,6
"CM, CDM",Alejandro Blesa Pina,63,21,180,Levante,La Liga 2,63,62.0,56.0,61.0,65.0,51.0,51.0,Left,11
"CM, CDM",David Kjær Kruse,63,21,185,Valenciennes,Ligue 2,58,58.0,59.0,64.0,61.0,56.0,58.0,Right,12
GK,Maxime Delanghe,63,22,190,Cercle Brugge,Jupiler Pro League,11,,,,,,,Right,63
"RW, LW",Lars Erik Oskar Fallenius,63,21,181,Djurgården,Allsvenskan,69,78.0,55.0,56.0,67.0,18.0,46.0,Right,9
"RM, CAM, LW",Wikelman José Carmona Torres,63,20,180,New York RB,Major League Soccer,68,80.0,57.0,57.0,67.0,39.0,56.0,Left,9
"CAM, LM, CM",Keegan Jelacic,63,20,177,Stabæk,Eliteserien,60,79.0,53.0,62.0,63.0,57.0,68.0,Right,9
"CM, LM",Ignacio Agustín Rodríguez,63,21,175,Banfield,Liga Profesional,64,59.0,56.0,62.0,65.0,53.0,46.0,Left,6
"RM, CAM",Nordine Kandil,63,21,165,Annecy,Ligue 2,70,67.0,50.0,66.0,69.0,40.0,41.0,Left,8
RB,Bartłomiej Kłudka,63,21,186,Zagłębie Lubin,Ekstraklasa,57,80.0,50.0,51.0,56.0,57.0,61.0,Right,8
CB,Nikolaos Michelis,63,22,192,Osasuna,La Liga,28,54.0,34.0,42.0,38.0,63.0,67.0,Left,11
CB,Ed Turns,63,20,182,Leyton Orient,League One,46,59.0,31.0,44.0,52.0,63.0,70.0,Left,14
RB,Bryan Djile Nokoue,63,21,180,Saint-Étienne,Ligue 2,56,74.0,42.0,50.0,58.0,58.0,68.0,Right,9
GK,Luis Federico López Andúgar,63,22,190,Mirandés,La Liga 2,10,,,,,,,Right,66
"LWB, LB",Thierry Small,63,18,177,Southampton,Championship,65,78.0,34.0,51.0,64.0,56.0,60.0,Left,5
"CB, LB",J. Quiñónes Goicochea,63,22,184,César Vallejo,Primera Division,55,62.0,40.0,55.0,56.0,62.0,65.0,Left,14
GK,Francisco Meira Meixedo,63,22,190,Porto,Liga Portugal,13,,,,,,,Right,61
CM,Dylan Alejandro Portilla Torres,63,19,178,Colo-Colo,Primera Division,67,71.0,56.0,63.0,65.0,55.0,65.0,Right,12
GK,Andrei Cristian Gorcea,63,21,185,Universitatea Cluj,Liga 1,10,,,,,,,Right,63
ST,Thomas Kastanaras,63,20,186,VfB Stuttgart,Bundesliga,59,63.0,64.0,51.0,59.0,22.0,58.0,Right,7
GK,Alessandro Sorrentino,63,21,190,Monza,Serie A,12,,,,,,,Right,65
"CDM, CM",Alfie Chang,63,20,180,Birmingham City,Championship,60,65.0,48.0,58.0,62.0,60.0,62.0,Right,14
ST,Cosimo Marco Da Graça,63,21,185,Amorebieta,La Liga 2,63,49.0,66.0,53.0,61.0,22.0,54.0,Right,9
"RB, CB, RM",Ibrahim Diakité,63,19,178,Stade de Reims,Ligue 1,64,70.0,42.0,51.0,62.0,60.0,65.0,Right,9
LB,Álex Valle Gómez,63,19,183,Levante,La Liga 2,59,65.0,45.0,59.0,60.0,60.0,64.0,Left,6
"CB, RB",Cheick Oumar Konaté,63,19,173,Clermont,Ligue 1,59,59.0,29.0,49.0,60.0,67.0,52.0,Right,11
GK,Gilmar Eduardo Napa Caicedo,63,20,185,Emelec,Liga Pro,11,,,,,,,Right,62
LWB,Jorge Karseladze,63,18,175,Rio Ave,Liga Portugal,68,69.0,35.0,50.0,64.0,59.0,59.0,Right,6
"RB, LB",Bogdan Oteliță,63,20,180,Sepsi,Liga 1,48,82.0,30.0,51.0,53.0,58.0,54.0,Right,5
"RM, LM",Emmanuel Addai,63,21,173,Alcorcón,La Liga 2,65,69.0,53.0,62.0,62.0,24.0,48.0,Right,12
CAM,Hyun Ju Lee,63,20,171,Wehen Wiesbaden,2. Bundesliga,69,78.0,53.0,57.0,70.0,32.0,48.0,Right,8
GK,Hugo Alberto Pires Cunha,63,21,198,Famalicão,Liga Portugal,12,,,,,,,Right,68
ST,Sekou Lega,63,20,192,Bastia,Ligue 2,62,70.0,63.0,51.0,63.0,24.0,54.0,Right,7
ST,Srdjan Hrstic,63,19,192,Häcken,Allsvenskan,57,78.0,64.0,52.0,59.0,20.0,71.0,Right,7
"RB, LM",Mateusz Żukowski,63,21,185,Śląsk Wrocław,Ekstraklasa,58,78.0,57.0,55.0,60.0,59.0,66.0,Right,11
"CDM, CM",Ovidiu Ioan Perianu,63,21,180,Universitatea Cluj,Liga 1,61,76.0,53.0,58.0,63.0,60.0,71.0,Right,10
CB,Théo Barbet,63,22,184,Almere City,Eredivisie,36,60.0,30.0,40.0,43.0,65.0,68.0,Left,6
"CAM, LW",Luís Phelipe De Souza Figueiredo,63,22,187,CSM Politehnica Iași,Liga 1,72,75.0,55.0,60.0,69.0,47.0,68.0,Right,13
CB,João Pedro Pereira Serrão,63,23,192,Oțelul Galați,Liga 1,31,55.0,28.0,39.0,41.0,63.0,69.0,Right,8
"RB, RM",Álvaro Agustín Lagos,63,21,178,Atlético Tucumán,Liga Profesional,58,64.0,31.0,47.0,59.0,62.0,62.0,Right,6
LB,Kyu hyun Park,63,22,183,Dynamo Dresden,3. Liga,58,71.0,25.0,46.0,61.0,60.0,61.0,Left,11
"LB, LM, LWB",Vasilios Zagaritis,63,22,178,Parma,Serie B,58,77.0,42.0,49.0,60.0,59.0,60.0,Left,13
GK,Adrián Rodríguez Giménez,63,22,195,Deportivo Alavés,La Liga,14,,,,,,,Right,60
CB,Sam McClelland,63,21,191,St. Johnstone,Premiership,39,51.0,32.0,39.0,44.0,62.0,72.0,Right,10
"LB, LW",Pablo Pérez Rico,63,21,174,Atlético Madrid,La Liga,58,67.0,35.0,55.0,59.0,59.0,59.0,Left,8
GK,Teddy Boulhendi,63,22,185,Nice,Ligue 1,13,,,,,,,Right,63
"LW, LB",Alexandru Laurențiu Oroian,63,22,175,Hermannstadt,Liga 1,64,81.0,59.0,57.0,65.0,48.0,60.0,Right,12
"LB, LWB",Jaheim Headley,63,21,175,Huddersfield Town,Championship,67,86.0,54.0,53.0,66.0,55.0,64.0,Left,6
"RWB, RB",Harrison Ashby,63,21,180,Swansea City,Championship,59,75.0,44.0,53.0,59.0,56.0,62.0,Right,6
CB,Tijs Velthuis,63,21,190,Sparta Rotterdam,Eredivisie,32,61.0,30.0,44.0,40.0,64.0,67.0,Left,7
GK,Lasse Finn Rieß,63,21,192,FSV Mainz 05,Bundesliga,9,,,,,,,Right,63
ST,Muharem Huskovic,63,20,180,Austria Wien,Bundesliga,69,73.0,62.0,57.0,69.0,19.0,54.0,Right,10
"LM, ST",Lewis Norman Dobbin,63,20,181,Everton,Premier League,66,80.0,61.0,54.0,66.0,25.0,51.0,Right,7
"CB, LB",Leonardo Diaz Laffore,63,19,178,Sporting Cristal,Primera Division,40,57.0,30.0,51.0,48.0,64.0,63.0,Left,14
"ST, LM, RM",Jon Magunazelaia,63,21,180,Real Sociedad,La Liga,66,76.0,64.0,60.0,66.0,46.0,55.0,Right,8
"RM, RWB",Ramil Mustafaev,63,19,183,Legia Warszawa,Ekstraklasa,57,88.0,47.0,58.0,59.0,56.0,55.0,Right,9
LB,Jairo Sebastián O'Neil López,63,21,169,Unión Santa Fe,Liga Profesional,62,67.0,46.0,48.0,61.0,59.0,63.0,Left,7
LM,David Zalazar,63,21,179,Barracas Central,Liga Profesional,68,82.0,60.0,58.0,67.0,33.0,56.0,Right,6
ST,Álex Forés Mendoza,63,22,180,Villarreal II,La Liga 2,56,63.0,64.0,48.0,57.0,37.0,55.0,Right,8
CB,Ibe Hautekiet,63,21,188,Standard Liège,Jupiler Pro League,31,65.0,33.0,47.0,38.0,64.0,66.0,Right,14
ST,Andri Lucas Guðjohnsen,63,21,188,Lyngby,Superliga,64,74.0,59.0,48.0,64.0,26.0,60.0,Right,9
CAM,Oleg Ocheretko,63,20,181,Shakhtar Donetsk,Premier League,65,65.0,58.0,61.0,64.0,35.0,60.0,Left,6
"CAM, LW",Sharif Aaron Ramírez Naupari,63,20,175,Cienciano,Primera Division,67,68.0,55.0,59.0,66.0,33.0,45.0,Right,14
"CB, RB",Mateo Mendoza,63,18,181,Godoy Cruz,Liga Profesional,50,62.0,30.0,45.0,51.0,66.0,64.0,Right,12
"RM, CM",Manuel Mónaco,63,21,179,Sarmiento,Liga Profesional,59,65.0,57.0,62.0,61.0,48.0,54.0,Left,12
GK,Emmanuel Francisco Gómez Riga,63,21,186,Vélez Sarsfield,Liga Profesional,21,,,,,,,Right,67
CB,Patricio Ezequiel Pernicone,63,21,183,Vélez Sarsfield,Liga Profesional,45,53.0,32.0,44.0,50.0,63.0,68.0,Right,10
"CM, CAM, RM",Franco Agustín Vega,63,21,180,Arsenal de Sarandi,Liga Profesional,64,66.0,47.0,64.0,64.0,50.0,56.0,Right,6
"LM, RM",Agustín Anello,63,21,182,Sparta Rotterdam,Eredivisie,70,79.0,59.0,52.0,69.0,31.0,55.0,Right,14
RM,Luis Andrés Paredes Busatamante,63,22,180,Millonarios,Liga BetPlay,65,65.0,62.0,58.0,63.0,23.0,52.0,Right,9
"CM, CAM",Angelo Yonnier Lucena Soteldo,63,20,168,Metropolitanos,Primera Division,61,70.0,61.0,61.0,61.0,50.0,51.0,Right,14
LB,Samuel David Asprilla Gallego,63,19,182,Millonarios,Liga BetPlay,52,75.0,36.0,48.0,57.0,61.0,60.0,Left,7
ST,Bonota Traoré,63,20,186,Toulouse,Ligue 1,66,59.0,64.0,44.0,63.0,29.0,57.0,Right,8
"LM, RM",Tjaš Begić,63,20,175,Parma,Serie B,68,67.0,52.0,58.0,64.0,29.0,46.0,Right,12
"CM, CAM",Matías Galarza Fonda,63,21,175,Talleres Córdoba,Liga Profesional,62,64.0,58.0,63.0,62.0,54.0,48.0,Left,14
"RM, LM",Pelayo Morilla Cabal,63,21,180,Sporting Gijón,La Liga 2,65,78.0,59.0,57.0,64.0,26.0,59.0,Left,11
CB,Pablo Ramón Parra,63,22,186,Mirandés,La Liga 2,44,43.0,38.0,49.0,50.0,65.0,55.0,Right,11
CB,Dynel Brown Kembo Simeu,63,21,187,Southampton,Championship,47,63.0,29.0,46.0,50.0,62.0,75.0,Right,14
GK,Alberto Hórreo Taveras,63,23,191,Huesca,La Liga 2,9,,,,,,,Right,63
ST,Kevin Carlos Omoruyi Benjamin,63,22,186,Yverdon Sport,Super League,60,62.0,62.0,50.0,60.0,27.0,72.0,Right,13
LB,Sam Harrry Sutton,63,21,175,Wellington Phoenix,A-League,65,76.0,57.0,64.0,66.0,54.0,68.0,Left,6
"CDM, CM",Franco Gabriel Ibarra,63,22,175,Toronto,Major League Soccer,57,67.0,47.0,54.0,58.0,64.0,61.0,Right,7
RM,Scott Brian Banks,63,21,183,St. Pauli,2. Bundesliga,64,78.0,60.0,59.0,63.0,32.0,56.0,Left,14
"CAM, LW, CM",Mark Helm,63,21,178,Burton Albion,League One,66,70.0,57.0,61.0,66.0,50.0,58.0,Right,11
"RM, RWB",Tim Luis Maciejewski,63,22,186,Sandhausen,3. Liga,66,77.0,61.0,55.0,65.0,45.0,54.0,Right,14
CB,Andy Smith,63,21,186,Hull City,Championship,43,67.0,32.0,44.0,49.0,61.0,71.0,Right,8
"LM, RM, CAM",Federico Versaci,63,21,170,Defensa y Justicia,Liga Profesional,65,79.0,62.0,56.0,66.0,27.0,46.0,Left,8
"CM, RB",Damjan Pavlović,63,21,179,Degerfors,Allsvenskan,60,72.0,49.0,61.0,62.0,59.0,72.0,Right,13
"LW, ST, RW",Dennis Borkowski,63,21,184,Dynamo Dresden,3. Liga,68,71.0,63.0,49.0,67.0,31.0,61.0,Right,9
CB,Kévin Boma,63,20,187,Rodez,Ligue 2,40,40.0,37.0,45.0,46.0,63.0,69.0,Right,10
CM,Jonah Reinhard Fabisch,63,21,178,Magdeburg,2. Bundesliga,62,64.0,58.0,57.0,64.0,59.0,61.0,Left,13
"LM, RM, ST",Issa Fomba,63,22,175,Leganés,La Liga 2,66,79.0,60.0,54.0,64.0,29.0,59.0,Right,9
"RM, LM",Elies Mahmoud,63,22,171,Stade Lausanne-Ouchy,Super League,69,76.0,47.0,56.0,69.0,31.0,58.0,Right,9
"CM, CDM",Mads Enggård,63,19,179,Randers,Superliga,65,64.0,50.0,60.0,67.0,59.0,50.0,Right,11
GK,Gaizka Ayesa Burgui,63,22,182,Real Sociedad,La Liga,5,,,,,,,Right,67
"CF, CM, CAM",Szymon Czyż,63,21,176,Górnik Zabrze,Ekstraklasa,68,68.0,59.0,62.0,69.0,45.0,65.0,Right,5
"ST, LW, LM",Samuel John Bell,63,21,178,Bristol City,Championship,64,76.0,60.0,47.0,65.0,23.0,60.0,Right,10
CB,Loris Mouyokolo,63,22,194,Lorient,Ligue 1,43,57.0,34.0,39.0,46.0,61.0,78.0,Right,12
"CAM, RM",Aziel Jackson,63,21,175,Saint Louis City,Major League Soccer,72,77.0,57.0,56.0,70.0,33.0,44.0,Right,6
"RM, LM, CAM",Ilyas Chaira,63,22,186,Mirandés,La Liga 2,65,74.0,60.0,55.0,66.0,40.0,54.0,Right,12
ST,Lasse Selvåg Nordås,63,21,194,Tromsø,Eliteserien,60,76.0,60.0,47.0,61.0,25.0,65.0,Left,12
"LB, LWB",Maxime Bastian,63,22,184,Strasbourg,Ligue 1,62,72.0,34.0,50.0,61.0,59.0,60.0,Left,8
"RW, RM",Ibrahima Baldé,63,20,185,Lens,Ligue 1,66,67.0,61.0,54.0,64.0,20.0,47.0,Right,10
GK,Pablo Valencia García,63,22,188,Osasuna,La Liga,11,,,,,,,Right,66
"RB, CB",Bruno Gutiérrez,63,21,184,Colo-Colo,Primera Division,62,73.0,28.0,52.0,61.0,57.0,65.0,Right,6
"RM, LM",Angelo Gattermayer,63,21,182,Waldhof Mannheim,3. Liga,65,78.0,58.0,56.0,65.0,24.0,65.0,Right,6
"RB, RWB",Enol Coto Serrano,63,22,174,Sporting Gijón,La Liga 2,58,79.0,37.0,50.0,60.0,59.0,56.0,Right,6
"CAM, RM",Marcos Benítez,63,21,170,Barracas Central,Liga Profesional,58,68.0,54.0,64.0,63.0,58.0,55.0,Right,8
"LB, LM",Cristhian Efrain García Vera,63,20,183,Delfin,Liga Pro,60,68.0,55.0,58.0,62.0,60.0,52.0,Left,10
"CDM, CM",Charlie Savage,63,20,182,Reading,League One,61,58.0,52.0,63.0,62.0,58.0,59.0,Left,8
"LWB, RWB",민경현 Gyeong Hyeon Min,63,21,174,Incheon United,K League 1,58,74.0,33.0,45.0,59.0,56.0,66.0,Right,6
"RWB, CM, LWB",Jae Won Hwang,63,20,180,Daegu,K League 1,63,74.0,41.0,46.0,59.0,59.0,66.0,Right,11
"CM, CDM",Alejandro Balboa Bandeira,63,22,178,Huesca,La Liga 2,65,62.0,58.0,56.0,64.0,50.0,55.0,Right,8
CB,Serano Seymor,63,21,190,Excelsior,Eredivisie,38,65.0,33.0,46.0,42.0,65.0,65.0,Right,13
"LB, LM",Simone Giordano,63,21,184,Sampdoria,Serie B,64,76.0,51.0,60.0,64.0,56.0,55.0,Left,12
"CDM, CM",山本 理仁,63,21,176,Sint-Truiden,Jupiler Pro League,58,65.0,50.0,56.0,62.0,61.0,54.0,Left,12
"CM, CDM",Samuel Gomes Lobato,63,21,184,Famalicão,Liga Portugal,62,54.0,55.0,59.0,62.0,59.0,66.0,Right,12
"LM, RM",Alassan Manjam Gutiérrez,63,20,177,Tenerife,La Liga 2,65,85.0,60.0,56.0,66.0,35.0,51.0,Right,9
CB,Juan Ludueña,63,20,176,Unión Santa Fe,Liga Profesional,42,53.0,32.0,42.0,46.0,63.0,70.0,Right,10
CB,Diego Mastrángelo,63,20,176,Gimnasia La Plata,Liga Profesional,45,62.0,29.0,51.0,53.0,64.0,58.0,Right,11
"RB, RWB",Seniko Romeo Doua,63,21,178,Petrolul 52,Liga 1,64,80.0,49.0,47.0,64.0,57.0,68.0,Right,11
"CM, CDM",Djakaría Barro,63,21,179,FC Cartagena,La Liga 2,60,70.0,52.0,61.0,59.0,59.0,70.0,Right,9
RB,Joaquín Ferreira Padilla,63,19,183,Peñarol,Primera Division,53,71.0,45.0,53.0,55.0,59.0,63.0,Right,6
CB,Seid Korač,63,21,191,Degerfors,Allsvenskan,55,53.0,27.0,49.0,55.0,60.0,74.0,Right,7
CB,Santiago Quirós,63,20,179,Racing Club,Liga Profesional,50,60.0,36.0,52.0,53.0,63.0,60.0,Left,10
"ST, RW",Daniel Barrea,63,21,180,Godoy Cruz,Liga Profesional,62,65.0,65.0,50.0,62.0,25.0,61.0,Right,12
"CB, LB",David Leandro Guevara Morales,63,21,188,Monagas,Primera Division,41,66.0,25.0,36.0,42.0,64.0,66.0,Left,5
CB,Yunus Emre Çift,63,19,185,Samsunspor,Super Lig,35,61.0,31.0,34.0,40.0,65.0,66.0,Right,11
"CB, CDM, CM",Gilberto Dambi Batista,63,19,187,Moreirense,Liga Portugal,49,62.0,29.0,46.0,52.0,63.0,69.0,Right,13
"ST, CAM, RM",Fabricio Rosario Dos Santos,63,22,186,Levante,La Liga 2,63,73.0,63.0,55.0,64.0,22.0,58.0,Right,10
"LB, RB",Srdjan Kuzmic,63,19,183,Viborg,Superliga,50,75.0,25.0,55.0,55.0,59.0,59.0,Right,7
"RW, LW, CAM",Mohamed Belloumi,63,21,174,Farense,Liga Portugal,66,75.0,52.0,62.0,66.0,27.0,44.0,Left,11
